force,lsoa_code,lsoa_name,crimes,crime_rank,decile,pct_of_force_crime,cumulative_pct
Metropolitan Police Service,E01004356,Waltham Forest 001D,202,3771,8,0.009,92.68
Metropolitan Police Service,E01034485,Waltham Forest 014F,202,3771,8,0.009,92.69
Metropolitan Police Service,E01000218,Barnet 037C,201,3778,8,0.009,92.70
Metropolitan Police Service,E01000258,Barnet 016B,201,3778,8,0.009,92.70
Metropolitan Police Service,E01000306,Barnet 036C,201,3778,8,0.009,92.71
Metropolitan Police Service,E01001182,Croydon 011D,201,3778,8,0.009,92.72
Metropolitan Police Service,E01001289,Ealing 022C,201,3778,8,0.009,92.73
Metropolitan Police Service,E01001801,Hackney 008B,201,3778,8,0.009,92.74
Metropolitan Police Service,E01002582,Hounslow 008E,201,3778,8,0.009,92.75
Metropolitan Police Service,E01003015,Lambeth 002A,201,3778,8,0.009,92.76
Metropolitan Police Service,E01003889,Richmond upon Thames 021D,201,3778,8,0.009,92.76
Metropolitan Police Service,E01004094,Sutton 025B,201,3778,8,0.009,92.77
Metropolitan Police Service,E01004399,Waltham Forest 009B,201,3778,8,0.009,92.78
Metropolitan Police Service,E01004707,Westminster 006C,201,3778,8,0.009,92.79
Metropolitan Police Service,E01000073,Barking and Dagenham 012B,200,3790,8,0.009,92.80
Metropolitan Police Service,E01000287,Barnet 004B,200,3790,8,0.009,92.81
Metropolitan Police Service,E01000391,Bexley 021E,200,3790,8,0.009,92.82
Metropolitan Police Service,E01000513,Brent 002A,200,3790,8,0.009,92.82
Metropolitan Police Service,E01000748,Bromley 042C,200,3790,8,0.009,92.83
Metropolitan Police Service,E01001102,Croydon 035C,200,3790,8,0.009,92.84
Metropolitan Police Service,E01001408,Enfield 004A,200,3790,8,0.009,92.85
Metropolitan Police Service,E01001556,Enfield 035E,200,3790,8,0.009,92.86
Metropolitan Police Service,E01003140,Lambeth 035B,200,3790,8,0.009,92.87
Metropolitan Police Service,E01004632,Wandsworth 028A,200,3790,8,0.009,92.88
Metropolitan Police Service,E01000413,Bexley 018F,199,3800,8,0.008,92.88
Metropolitan Police Service,E01000563,Brent 008B,199,3800,8,0.008,92.89
Metropolitan Police Service,E01000680,Bromley 037A,199,3800,8,0.008,92.90
Metropolitan Police Service,E01001350,Ealing 027C,199,3800,8,0.008,92.91
Metropolitan Police Service,E01001455,Enfield 021F,199,3800,8,0.008,92.92
Metropolitan Police Service,E01001469,Enfield 008A,199,3800,8,0.008,92.93
Metropolitan Police Service,E01002021,Haringey 022C,199,3800,8,0.008,92.94
Metropolitan Police Service,E01002263,Havering 026D,199,3800,8,0.008,92.94
Metropolitan Police Service,E01002699,Islington 017B,199,3800,8,0.008,92.95
Metropolitan Police Service,E01002745,Islington 013C,199,3800,8,0.008,92.96
Metropolitan Police Service,E01003161,Lambeth 023E,199,3800,8,0.008,92.97
Metropolitan Police Service,E01003795,Redbridge 018C,199,3800,8,0.008,92.98
Metropolitan Police Service,E01004119,Sutton 009C,199,3800,8,0.008,92.99
Metropolitan Police Service,E01001120,Croydon 033A,198,3813,8,0.008,92.99
Metropolitan Police Service,E01002124,Harrow 010A,198,3813,8,0.008,93.00
Metropolitan Police Service,E01002195,Harrow 022C,198,3813,8,0.008,93.01
Metropolitan Police Service,E01002200,Harrow 010D,198,3813,8,0.008,93.02
Metropolitan Police Service,E01002655,Hounslow 019C,198,3813,8,0.008,93.03
Metropolitan Police Service,E01002938,Kingston upon Thames 003B,198,3813,8,0.008,93.04
Metropolitan Police Service,E01002955,Kingston upon Thames 002C,198,3813,8,0.008,93.05
Metropolitan Police Service,E01003116,Lambeth 029A,198,3813,8,0.008,93.05
Metropolitan Police Service,E01003222,Lewisham 022D,198,3813,8,0.008,93.06
Metropolitan Police Service,E01004146,Sutton 007C,198,3813,8,0.008,93.07
Metropolitan Police Service,E01004606,Wandsworth 006C,198,3813,8,0.008,93.08
Metropolitan Police Service,E01000077,Barking and Dagenham 008F,197,3824,8,0.008,93.09
Metropolitan Police Service,E01000127,Barnet 024B,197,3824,8,0.008,93.10
Metropolitan Police Service,E01000539,Brent 004C,197,3824,8,0.008,93.10
Metropolitan Police Service,E01000822,Bromley 008D,197,3824,8,0.008,93.11
Metropolitan Police Service,E01000823,Bromley 008E,197,3824,8,0.008,93.12
Metropolitan Police Service,E01001904,Hammersmith and Fulham 022A,197,3824,8,0.008,93.13
Metropolitan Police Service,E01001916,Hammersmith and Fulham 024B,197,3824,8,0.008,93.14
Metropolitan Police Service,E01002143,Harrow 005D,197,3824,8,0.008,93.15
Metropolitan Police Service,E01002989,Kingston upon Thames 011D,197,3824,8,0.008,93.15
Metropolitan Police Service,E01003450,Merton 024C,197,3824,8,0.008,93.16
Metropolitan Police Service,E01003656,Redbridge 005A,197,3824,8,0.008,93.17
Metropolitan Police Service,E01004374,Waltham Forest 025C,197,3824,8,0.008,93.18
Metropolitan Police Service,E01004544,Wandsworth 021E,197,3824,8,0.008,93.19
Metropolitan Police Service,E01000130,Barnet 021A,196,3837,8,0.008,93.20
Metropolitan Police Service,E01001070,Croydon 040B,196,3837,8,0.008,93.21
Metropolitan Police Service,E01001841,Hackney 022C,196,3837,8,0.008,93.21
Metropolitan Police Service,E01002024,Haringey 022D,196,3837,8,0.008,93.22
Metropolitan Police Service,E01002063,Haringey 036B,196,3837,8,0.008,93.23
Metropolitan Police Service,E01003946,Southwark 033B,196,3837,8,0.008,93.24
Metropolitan Police Service,E01004046,Southwark 028E,196,3837,8,0.008,93.25
Metropolitan Police Service,E01034388,Lewisham 001G,196,3837,8,0.008,93.26
Metropolitan Police Service,E01000118,Barnet 010B,195,3845,8,0.008,93.26
Metropolitan Police Service,E01000270,Barnet 005D,195,3845,8,0.008,93.27
Metropolitan Police Service,E01000373,Bexley 008A,195,3845,8,0.008,93.28
Metropolitan Police Service,E01000656,Bromley 039C,195,3845,8,0.008,93.29
Metropolitan Police Service,E01000694,Bromley 007C,195,3845,8,0.008,93.30
Metropolitan Police Service,E01000713,Bromley 012B,195,3845,8,0.008,93.31
Metropolitan Police Service,E01001302,Ealing 039C,195,3845,8,0.008,93.31
Metropolitan Police Service,E01002207,Harrow 032C,195,3845,8,0.008,93.32
Metropolitan Police Service,E01002302,Havering 005A,195,3845,8,0.008,93.33
Metropolitan Police Service,E01002639,Hounslow 012B,195,3845,8,0.008,93.34
Metropolitan Police Service,E01002974,Kingston upon Thames 005E,195,3845,8,0.008,93.35
Metropolitan Police Service,E01003436,Merton 023B,195,3845,8,0.008,93.36
Metropolitan Police Service,E01003608,Newham 028D,195,3845,8,0.008,93.36
Metropolitan Police Service,E01003664,Redbridge 037B,195,3845,8,0.008,93.37
Metropolitan Police Service,E01004050,Southwark 024D,195,3845,8,0.008,93.38
Metropolitan Police Service,E01004377,Waltham Forest 010C,195,3845,8,0.008,93.39
Metropolitan Police Service,E01004640,Wandsworth 011D,195,3845,8,0.008,93.40
Metropolitan Police Service,E01000225,Barnet 037F,194,3862,8,0.008,93.40
Metropolitan Police Service,E01000479,Brent 009A,194,3862,8,0.008,93.41
Metropolitan Police Service,E01000690,Bromley 002B,194,3862,8,0.008,93.42
Metropolitan Police Service,E01000771,Bromley 041C,194,3862,8,0.008,93.43
Metropolitan Police Service,E01000967,Camden 017D,194,3862,8,0.008,93.44
Metropolitan Police Service,E01001197,Ealing 021B,194,3862,8,0.008,93.45
Metropolitan Police Service,E01001325,Ealing 009A,194,3862,8,0.008,93.45
Metropolitan Police Service,E01001353,Ealing 033A,194,3862,8,0.008,93.46
Metropolitan Police Service,E01001401,Enfield 016A,194,3862,8,0.008,93.47
Metropolitan Police Service,E01001499,Enfield 031F,194,3862,8,0.008,93.48
